#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTD190044;I shouldn't concern myself with such trifles;Pourquoi devrais-je m'intéresser à de telles frivolités ?;;;Por qué debería interesarme de tales frivolidades?;;;;;;;;;x
EVTDESC_Plus_150_transit;Finally, an opportunity has arisen to abduct [Root.PlotTarget.GetTitledName] when [Root.PlotTarget.GetSheHe] takes a planned journey from [Root.PlotTarget.Location.GetName] to a nearby town. Shall I tell my co-conspirators to begin their preparations?;Finalement, une occasion pour enlever [Root.PlotTarget.GetTitledName] lors de son voyage de [Root.PlotTarget.Location.GetName] à une ville voisine est survenue. Dois-je dire à mes co-conspirateurs de commencer les préparatifs ?;Finally, an opportunity has arisen to abduct [Root.PlotTarget.GetTitledName] when [Root.PlotTarget.GetSheHe] takes a planned journey from [Root.PlotTarget.Location.GetName] to a nearby town. Shall I tell my co-conspirators to begin their preparations?;;Finally, an opportunity has arisen to abduct [Root.PlotTarget.GetTitledName] when [Root.PlotTarget.GetSheHe] takes a planned journey from [Root.PlotTarget.Location.GetName] to a nearby town. Shall I tell my co-conspirators to begin their preparations?;;;;;;;;;x
EVTDESC_Plus_150_bed;Finally, an opportunity to abduct [Root.PlotTarget.GetTitledName] has arisen. One of the [Root.PlotTarget.PrimaryTitle.GetRulerTitle]'s personal guard has proven amenable to bribery, allowing for the opportunity to take [Root.PlotTarget.GetHerHim] while [Root.PlotTarget.GetSheHe] sleeps. Shall I tell my co-conspirators to begin their preparations?;Finalement, une occasion pour enlever [Root.PlotTarget.GetTitledName] est apparue. Un des gardes personnels de [Root.PlotTarget.PrimaryTitle.GetRulerTitle] est sensible à la corruption, ce qui nous donne l’occasion de l’enlever pendant son sommeil. Dois-je dire à mes co-conspirateurs de commencer les préparatifs ?;Finally, an opportunity to abduct [Root.PlotTarget.GetTitledName] has arisen. One of the [Root.PlotTarget.PrimaryTitle.GetRulerTitle]'s personal guard has proven amenable to bribery, allowing for the opportunity to take [Root.PlotTarget.GetHerHim] while [Root.PlotTarget.GetSheHe] sleeps. Shall I tell my co-conspirators to begin their preparations?;;Finally, an opportunity to abduct [Root.PlotTarget.GetTitledName] has arisen. One of the [Root.PlotTarget.PrimaryTitle.GetRulerTitle]'s personal guard has proven amenable to bribery, allowing for the opportunity to take [Root.PlotTarget.GetHerHim] while [Root.PlotTarget.GetSheHe] sleeps. Shall I tell my co-conspirators to begin their preparations?;;;;;;;;;x
EVTDESC_Plus_150_hunting;Finally, an opportunity has arisen to abduct [Root.PlotTarget.GetTitledName] when [Root.PlotTarget.GetSheHe] goes on a planned hunting trip over a week from now. The perfect chance to catch [Root.PlotTarget.GetHerHim] away from court! Shall I tell my co-conspirators to begin their preparations?;Finalement, une occasion pour enlever [Root.PlotTarget.GetTitledName] lors de sa chasse prévue la semaine prochaine, est survenue. Dois-je dire à mes co-conspirateurs de commencer les préparatifs ?;Finally, an opportunity has arisen to abduct [Root.PlotTarget.GetTitledName] when [Root.PlotTarget.GetSheHe] goes on a planned hunting trip over a week from now. The perfect chance to catch [Root.PlotTarget.GetHerHim] away from court! Shall I tell my co-conspirators to begin their preparations?;;Finally, an opportunity has arisen to abduct [Root.PlotTarget.GetTitledName] when [Root.PlotTarget.GetSheHe] goes on a planned hunting trip over a week from now. The perfect chance to catch [Root.PlotTarget.GetHerHim] away from court! Shall I tell my co-conspirators to begin their preparations?;;;;;;;;;x
EVTDESC_Plus_150_carouse;Finally, an opportunity to abduct [Root.PlotTarget.GetTitledName] has arisen. The [Root.PlotTarget.GetManWoman]'s amourous nature has betrayed [Root.PlotTarget.GetHerHim]--a planned trip to a brothel in [Root.PlotTarget.Location.GetName] will prove the perfect chance, if we move quickly. Shall I tell my co-conspirators to begin their preparations?;Finalement, une occasion pour enlever [Root.PlotTarget.GetTitledName] est apparue.  Sa nature amoureuse l’a trahi(e)--un voyage prévu au bordel de [Root.PlotTarget.Location.GetName] est l’occasion rêvée pour agir, si nous le faisons vite.quickly. Dois-je dire à mes co-conspirateurs de commencer les préparatifs ?;Finally, an opportunity to abduct [Root.PlotTarget.GetTitledName] has arisen. The [Root.PlotTarget.GetManWoman]'s amourous nature has betrayed [Root.PlotTarget.GetHerHim]--a planned trip to a brothel in [Root.PlotTarget.Location.GetName] will prove the perfect chance, if we move quickly. Shall I tell my co-conspirators to begin their preparations?;;Finally, an opportunity to abduct [Root.PlotTarget.GetTitledName] has arisen. The [Root.PlotTarget.GetManWoman]'s amourous nature has betrayed [Root.PlotTarget.GetHerHim]--a planned trip to a brothel in [Root.PlotTarget.Location.GetName] will prove the perfect chance, if we move quickly. Shall I tell my co-conspirators to begin their preparations?;;;;;;;;;x
EVTOPTA_Plus_150;We must proceed with the plan!;Nous devons mettre le plan en action !;We must proceed with the plan!;;We must proceed with the plan!;;;;;;;;;x
EVTOPTB_Plus_150;Not yet, this is too risky;Pas encore, c’est trop risqué;Not yet, this is too risky;;Not yet, this is too risky;;;;;;;;;x
EVTDESC_Plus_151;At last, after having watched our target here in [Root.Location.GetName] for so long, an opportunity for abduction has arisen. I must tell the others at once!;Enfin, après avoir surveillé votre cible à [Root.Location.GetName] pendant si longtemps, une occasion d’enlèvement est arrivée. Je dois prévenir les autres !;At last, after having watched our target here in [Root.Location.GetName] for so long, an opportunity for abduction has arisen. I must tell the others at once!;;At last, after having watched our target here in [Root.Location.GetName] for so long, an opportunity for abduction has arisen. I must tell the others at once!;;;;;;;;;x
EVTOPTA_Plus_151;With luck, this will be over soon;Avec de la chance, cela sera bientôt terminé;With luck, this will be over soon;;With luck, this will be over soon;;;;;;;;;x
EVTDESC_Plus_152;My dear [Root.GetTitledFirstNameNoRegnal],\nIt seems the opportunity to abduct [From.PlotTarget.GetTitledFirstNameNoRegnal] is finally upon us. I ask that you stand ready to make your move. If we fail this chance, it will not come again quickly.\n\nMy thanks,\n[From.GetTitledName];Cher/chère [Root.GetTitledFirstNameNoRegnal],\nOn dirait que l’occasion d’enlever [From.PlotTarget.GetTitledFirstNameNoRegnal] est enfin arrivée. Je vous demande de rester prêt pour agir. Si nous ratons notre coup, une occasion pareille ne se présentera pas de sitôt.\n\nAvec mes remerciements,\n[From.GetTitledName];My dear [Root.GetTitledFirstNameNoRegnal],\nIt seems the opportunity to abduct [From.PlotTarget.GetTitledFirstNameNoRegnal] is finally upon us. I ask that you stand ready to make your move. If we fail this chance, it will not come again quickly.\n\nMy thanks,\n[From.GetTitledName];;My dear [Root.GetTitledFirstNameNoRegnal],\nIt seems the opportunity to abduct [From.PlotTarget.GetTitledFirstNameNoRegnal] is finally upon us. I ask that you stand ready to make your move. If we fail this chance, it will not come again quickly.\n\nMy thanks,\n[From.GetTitledName];;;;;;;;;x
CUSTOMTOOLTIP_KIDNAP1;The kidnapping is a success\n;L'enlèvement est une réussite\n;The kidnapping is a success\n;;The kidnapping is a success\n;;;;;;;;;x
CUSTOMTOOLTIP_KIDNAP2;We fail, but are not discovered\n;Nous échouons, mais ne sommes point découverts\n;We fail, but are not discovered\n;;We fail, but are not discovered\n;;;;;;;;;x
CUSTOMTOOLTIP_KIDNAP3;Disaster strikes – the plot fails and we're found out\n;Catastrophe ! L'intrigue échoue et nous sommes découverts\n;Disaster strikes – the plot fails and we're found out\n;;Disaster strikes – the plot fails and we're found out\n;;;;;;;;;x
KIDNAP_DECIDE;Will be forced to decide whether to kill you;Sera forcé de décider s’il doit vous tuer;Will be forced to decide whether to kill you;;Will be forced to decide whether to kill you;;;;;;;;;x
KIDNAP_DEMAND_TITLE;Demand that [demanded_title.GetName] be turned over to you, or face the consequences;Exiger que [demanded_title.GetName] vous soit remis, sous peine de représailles;Demand that [demanded_title.GetName] be turned over to you, or face the consequences;;Demand that [demanded_title.GetName] be turned over to you, or face the consequences;;;;;;;;;x
KIDNAP_DEMAND_VASSAL;Demand that [demanded_vassal.GetTitledFirstNameNoRegnal] be turned over to you, or face the consequences;Exiger que [demanded_vassal.GetTitledFirstNameNoRegnal] vous soit remis, sous peine de représailles;Demand that [demanded_vassal.GetTitledFirstNameNoRegnal] be turned over to you, or face the consequences;;Demand that [demanded_vassal.GetTitledFirstNameNoRegnal] be turned over to you, or face the consequences;;;;;;;;;x
KIDNAP_IS_SET_FREE;You will be set free\n;Vous allez être libre\n;You will be set free\n;;You will be set free\n;;;;;;;;;x
KIDNAP_MURDER_DISCOVERED;The murder is discovered by [kidnap_victim.GetTitledFirstNameNoRegnal]'s spymaster;Le meurtre est découvert par le maitre des chuchoteurs de [kidnap_victim.GetTitledFirstNameNoRegnal];The murder is discovered by [kidnap_victim.GetTitledFirstNameNoRegnal]'s spymaster;;The murder is discovered by [kidnap_victim.GetTitledFirstNameNoRegnal]'s spymaster;;;;;;;;;x
KIDNAP_MURDER_DISCOVERED2;The murder is discovered by [kidnap_victim.Liege.GetTitledFirstNameNoRegnal]'s spymaster;Le meurtre est découvert par le maitre des chuchoteurs de  [kidnap_victim.Liege.GetTitledFirstNameNoRegnal];The murder is discovered by [kidnap_victim.Liege.GetTitledFirstNameNoRegnal]'s spymaster;;The murder is discovered by [kidnap_victim.Liege.GetTitledFirstNameNoRegnal]'s spymaster;;;;;;;;;x
KIDNAP_MURDER_NOT_DISCOVERED;No one discovers who murdered [kidnap_victim.GetTitledFirstNameNoRegnal]\n;Personne n’a découvert qui avait tué [kidnap_victim.GetTitledFirstNameNoRegnal]\n;No one discovers who murdered [kidnap_victim.GetTitledFirstNameNoRegnal]\n;;No one discovers who murdered [kidnap_victim.GetTitledFirstNameNoRegnal]\n;;;;;;;;;x
KIDNAP_RELEASED;Will be set free--and will be very angry!;Sera libre et sera très en colère;Will be set free--and will be very angry!;;Will be set free--and will be very angry!;;;;;;;;;x
EVTDESC_Plus_215;Success! [kidnap_victim.GetTitledFirstNameNoRegnal] has been delivered in a sack to an abandoned keep near [kidnap_victim.Location.GetName]. There [kidnap_victim.GetSheHe] is at my mercy, and no-one can hear [kidnap_victim.GetHerHis] screams. All that remains is to decide what to do with [kidnap_victim.GetHerHim].;Succès ! [kidnap_victim.GetTitledFirstNameNoRegnal] a été livré(e) dans un sac dans un donjon abandonné à proximité de [kidnap_victim.Location.GetName]. Là, [kidnap_victim.GetSheHe] est à ma merci et personne ne peut entendre ses cris. Il me reste à décider de son sort.;Success! [kidnap_victim.GetTitledFirstNameNoRegnal] has been delivered in a sack to an abandoned keep near [kidnap_victim.Location.GetName]. There [kidnap_victim.GetSheHe] is at my mercy, and no-one can hear [kidnap_victim.GetHerHis] screams. All that remains is to decide what to do with [kidnap_victim.GetHerHim].;;Success! [kidnap_victim.GetTitledFirstNameNoRegnal] has been delivered in a sack to an abandoned keep near [kidnap_victim.Location.GetName]. There [kidnap_victim.GetSheHe] is at my mercy, and no-one can hear [kidnap_victim.GetHerHis] screams. All that remains is to decide what to do with [kidnap_victim.GetHerHim].;;;;;;;;;x
EVTOPTA_Plus_215;[kidnap_victim.GetSheHeCap] will give me the [demanded_title.GetFullName], or else!;[kidnap_victim.GetSheHeCap] me donnera [demanded_title.GetFullName], ou sinon….;kidnap_victim.GetSheHeCap] will give me the [demanded_title.GetFullName], or else!;;kidnap_victim.GetSheHeCap] will give me the [demanded_title.GetFullName], or else!;;;;;;;;;x
EVTOPTB_Plus_215;[kidnap_victim.GetSheHeCap] will name [demanded_vassal.GetTitledName] my vassal, or else!;[kidnap_victim.GetSheHeCap] nommera [demanded_vassal.GetTitledName] comme étant mon vassal. Ou sinon…;[kidnap_victim.GetSheHeCap] will name [demanded_vassal.GetTitledName] my vassal, or else!;;[kidnap_victim.GetSheHeCap] will name [demanded_vassal.GetTitledName] my vassal, or else!;;;;;;;;;x
EVTOPTC_Plus_215;Bring [kidnap_victim.GetHerHim] to my dungeon--I will decide later;Amener [kidnap_victim.GetHerHim] dans mes geôles-- Je déciderai plus tard;Bring [kidnap_victim.GetHerHim] to my dungeon--I will decide later;;Bring [kidnap_victim.GetHerHim] to my dungeon--I will decide later;;;;;;;;;x
EVTOPTD_Plus_215;Now [kidnap_victim.GetSheHe] dies--quietly;Maintenant, [kidnap_victim.GetSheHe] meurt—paisiblement;Now [kidnap_victim.GetSheHe] dies--quietly;;Now [kidnap_victim.GetSheHe] dies--quietly;;;;;;;;;x
EVTDESC_Plus_216;You are sleeping quite soundly in your bed when you are suddenly rudely awoken by a bag being thrust over your head! You struggle, but it is no use--your captors are strong, and it is not long before you find yourself in the dungeons of [From.GetTitledName]. There, [From.GetSheHe] informs you, you shall remain until [From.GetSheHe] decides otherwise.;Vous dormez profondément dans votre lit quand vous êtes d’un coup réveillé(e) par un sac mis sur votre tête ! Vous vous battez mais en vain. Vos ravisseurs sont trop forts et vous vous retrouvé(e) vite dans les geôles de [From.GetTitledName]. Là, [From.GetSheHe] vous annonce que vous resterez là jusqu’à ce qu’[From.GetSheHe] décide de changer d’avis.;You are sleeping quite soundly in your bed when you are suddenly rudely awoken by a bag being thrust over your head! You struggle, but it is no use--your captors are strong, and it is not long before you find yourself in the dungeons of [From.GetTitledName]. There, [From.GetSheHe] informs you, you shall remain until [From.GetSheHe] decides otherwise.;;You are sleeping quite soundly in your bed when you are suddenly rudely awoken by a bag being thrust over your head! You struggle, but it is no use--your captors are strong, and it is not long before you find yourself in the dungeons of [From.GetTitledName]. There, [From.GetSheHe] informs you, you shall remain until [From.GetSheHe] decides otherwise.;;;;;;;;;x
